Index,MMM.Close,AXP.Close,AAPL.Close,BA.Close,CAT.Close,CVX.Close,CSCO.Close,KO.Close,DIS.Close,DWDP.Close,XOM.Close,GS.Close,HD.Close,IBM.Close,INTC.Close,JNJ.Close,JPM.Close,MCD.Close,MRK.Close,MSFT.Close,NKE.Close,PFE.Close,PG.Close,TRV.Close,UTX.Close,UNH.Close,VZ.Close,V.Close,WMT.Close,WBA.Close,MMM_r,AXP_r,AAPL_r,BA_r,CAT_r,CVX_r,CSCO_r,KO_r,DIS_r,DWDP_r,XOM_r,GS_r,HD_r,IBM_r,INTC_r,JNJ_r,JPM_r,MCD_r,MRK_r,MSFT_r,NKE_r,PFE_r,PG_r,TRV_r,UTX_r,UNH_r,VZ_r,V_r,WMT_r,WBA_r
8/23/2017,202.669998,85.279999,159.979996,238.089996,114.75,106.610001,30.92,45.540001,101.5,64.580002,76.610001,222.740005,149.100006,142.139999,34.66,132.800003,91.669998,158.809998,62.150002,72.720001,53.610001,33.240002,92.440002,127.160004,117.029999,194.240005,48.279999,103.18,79.959999,81.360001,-0.013672371,-0.000234541,0.00125092,-0.006947977,-0.009281413,0.00234775,-0.011255948,-0.00131659,-0.012434654,-0.003092102,-0.001695429,-0.003764106,-0.005417879,0.007981706,0.000288501,-0.014205802,0.001200677,-0.005212767,-0.004334855,-0.006032415,-0.009652943,0.002711253,-0.003779079,-0.004785582,0.011516086,-0.002827486,-0.001448805,-0.008588714,-0.000750069,0.000983793
8/24/2017,202.119995,85.360001,159.270004,238.740005,114.779999,107.440002,31.24,45.41,101.519997,64.349998,76.330002,222.990005,148.25,142.940002,34.709999,132.889999,91.519997,158.410004,62.709999,72.690002,53.84,33.23,92.269997,125.57,115.300003,194.75,48.310001,103.220001,78.339996,80.5,-0.002717475,0.00093767,-0.004447882,0.002726378,0.000261395,0.007755245,0.010296101,-0.002858737,0.000196995,-0.003567893,-0.003661558,0.001121755,-0.005717224,0.005612495,0.001441517,0.000677451,-0.001637655,-0.002521873,0.008970058,-0.000412613,0.004281049,-0.000300948,-0.001840778,-0.012582795,-0.01489285,0.002622151,0.000621224,0.000387607,-0.02046822,-0.01062658
8/25/2017,202.130005,85.470001,159.860001,235.889999,115.349998,108.230003,31.440001,45.57,102.410004,64.540001,76.720001,222.470001,149.649994,143.740005,34.669998,131.679993,91.889999,158.820007,62.939999,72.82,53.900002,33.389999,92.510002,126.470001,115.07,194.360001,48.68,103.349998,78.629997,81.129997,4.95238E-05,0.00128783,0.003697538,-0.012009524,0.004953723,0.007326049,0.006381674,0.00351726,0.008728609,0.002948299,0.005096372,-0.002334684,0.009399156,0.005581171,-0.001153099,-0.009147027,0.004034704,0.002584896,0.003660967,0.001786792,0.00111383,0.004803342,0.002597739,0.007141762,-0.001996814,-0.00200457,0.007629669,0.001258624,0.003694991,0.007795585
8/28/2017,202.460007,85.410004,161.470001,237.179993,115.07,107.760002,31.540001,45.419998,102.559998,64.669998,76.470001,220.350006,151.389999,142.509995,34.650002,131.740005,91.599998,159.669998,63.32,72.830002,53.73,33.470001,92.470001,123.230003,115.330002,195.089996,48.610001,103.779999,78.029999,81.160004,0.001631291,-0.000702212,0.010020935,0.005453727,-0.002430328,-0.004352069,0.003175614,-0.003297113,0.001463571,0.002012182,-0.003263923,-0.009575047,0.011560088,-0.008594009,-0.000576919,0.000455637,-0.003160949,0.005337643,0.006019359,0.000137343,-0.00315901,0.002393121,-0.00043249,-0.025952582,0.002256963,0.003748855,-0.001438976,0.004151998,-0.007659913,0.000369795
8/29/2017,202.919998,85.419998,162.910004,240.490005,116.010002,107.860001,31.48,45.450001,102.57,64.220001,76.449997,219.960007,149.839996,143.139999,34.73,132.210007,91.099998,159.380005,63.119999,73.050003,52.73,33.5,92.32,123.010002,118.699997,196.729996,48.509998,103.769997,78.769997,81.419998,0.002269432,0.000117005,0.008878553,0.013859212,0.008135773,0.000927549,-0.00190419,0.00066035,9.75186E-05,-0.00698268,-0.000261627,-0.001771475,-0.010291251,0.004411028,0.002306083,0.003561299,-0.005473468,-0.001817853,-0.003163574,0.003016194,-0.018786951,0.000895894,-0.001623476,-0.001786883,0.028801675,0.00837124,-0.002059371,-9.63816E-05,0.00943882,0.003198354
8/30/2017,203.690002,85.690002,163.350006,240.460007,117.550003,107.730003,31.99,45.389999,102.870003,64.900002,76.099998,222.419998,150,142.559998,34.889999,131.070007,91.309998,159.529999,63.119999,74.010002,52.560001,33.450001,91.870003,121.809998,119.599998,195.880005,48.119999,103.730003,78.540001,81.779999,0.003787437,0.003155914,0.002697249,-0.000124745,0.013187389,-0.001205974,0.01607093,-0.001321048,0.002920592,0.01053295,-0.004588655,0.011121734,0.001067263,-0.004060216,0.00459636,-0.008660035,0.002302506,0.000940667,0,0.013056067,-0.00322916,-0.001493622,-0.004886236,-0.009803232,0.007553548,-0.004329958,-0.008072051,-0.000385484,-0.002924114,0.004411784
8/31/2017,204.320007,86.099998,164,239.660004,117.489998,107.620003,32.209999,45.549999,101.199997,66.650002,76.330002,223.740005,149.869995,143.029999,35.07,132.369995,90.889999,159.970001,63.860001,74.769997,52.810001,33.919998,92.269997,121.18,119.720001,198.899994,47.970001,103.519997,78.07,81.5,0.003088186,0.004773232,0.003971253,-0.003332516,-0.000510594,-0.001021593,0.006853578,0.003518807,-0.016367357,0.026607422,0.003017833,0.005917208,-0.000867076,0.003291442,0.005145838,0.009869409,-0.004610316,0.002754318,0.011655542,0.010216449,0.004745192,0.013952935,0.004344462,-0.005185394,0.001002867,0.015299903,-0.003122034,-0.002026597,-0.006002202,-0.003429682
9/1/2017,203.559998,86.139999,164.050003,240.330002,118.279999,108.760002,32.299999,45.779999,101.5,67.18,76.57,225.880005,150.779999,144.080002,35.09,131.029999,91.699997,159.809998,63.830002,73.940002,53.360001,33.959999,92.529999,119.900002,117.919998,199.75,47.919998,103.900002,78.370003,81.220001,-0.003726635,0.00046448,0.00030485,0.002791718,0.00670148,0.010537106,0.002790267,0.005036691,0.002960071,0.007920508,0.003139283,0.009519221,0.006053596,0.007314323,0.000570125,-0.010174697,0.008872373,-0.001000707,-0.000469872,-0.011162714,0.010360835,0.00117858,0.002813876,-0.010618965,-0.01514928,0.004264429,-0.001042924,0.003664116,0.003835379,-0.003441486
9/5/2017,200.979996,85.309998,162.080002,237,118.300003,109.440002,31.620001,45.919998,101.599998,64.980003,77.18,217.779999,152.929993,143.039993,35.02,129.899994,89.510002,159.100006,63.619999,73.610001,53.009998,33.799999,92.720001,115.43,111.209999,199.309998,47.360001,103.010002,79.800003,81.459999,-0.012755411,-0.009682211,-0.012081225,-0.013952846,0.00016911,0.006232834,-0.021277336,0.003053416,0.000984717,-0.033296008,0.007935001,-0.036518533,0.01415844,-0.007244452,-0.001996863,-0.008661419,-0.024171973,-0.004452624,-0.00329546,-0.004473081,-0.006580883,-0.004722559,0.002051304,-0.037993793,-0.058586115,-0.002205193,-0.0117549,-0.008602827,0.018082303,0.002950555
9/6/2017,202.050003,85.230003,161.910004,234.619995,116.980003,111.790001,31.870001,45.959999,101.5,64.870003,78.779999,218.830002,156.559998,143.820007,35.759998,130.669998,90.110001,158.220001,64,73.400002,52.759998,33.990002,92.720001,117.730003,109.610001,198.380005,46.91,103.18,80.080002,81.760002,0.005309826,-0.000938138,-0.001049403,-0.010092978,-0.011220791,0.021245648,0.007875296,0.000870723,-0.000984717,-0.001694263,0.020518789,0.004809807,0.023459056,0.005438304,0.020910568,0.005910168,0.006680784,-0.005546497,0.005955213,-0.002856937,-0.004727247,0.00560565,0,0.019729607,-0.014491676,-0.004676983,-0.009547139,0.001648946,0.003502618,0.003676061
9/7/2017,204.460007,84.410004,161.259995,236.309998,117.769997,111.800003,31.76,46.279999,97.059998,64.68,79.029999,215.839996,157.929993,142.899994,35.540001,132.190002,88.529999,159.899994,64.32,74.339996,52.389999,33.990002,92.970001,115.18,109.980003,198.169998,46.200001,104.559998,80.120003,81.559998,0.011857185,-0.009667594,-0.004022712,0.007177331,0.006730539,8.94673E-05,-0.003457523,0.006938449,-0.044729475,-0.002933279,0.00316837,-0.013757808,0.008712542,-0.006417523,-0.006171044,0.011565251,-0.017689691,0.010562106,0.004987542,0.012725148,-0.007037576,0,0.002692661,-0.02189777,0.003369938,-0.00105917,-0.015251053,0.013286014,0.000499388,-0.00244923
9/8/2017,205.690002,84.25,158.630005,238.779999,117.82,110.779999,31.48,46.299999,97.07,64.849998,78.82,217.210007,159.660004,142.449997,35.189999,130.979996,88.419998,159.710007,64.269997,73.980003,52.200001,34.099998,92.839996,119.760002,109.550003,197.75,46.110001,104.43,78.879997,81.389999,0.005997799,-0.001897356,-0.01644346,0.010398128,0.000424492,-0.009165344,-0.008855213,0.000432059,0.000103044,0.002624845,-0.002660743,0.006327286,0.010894727,-0.003154003,-0.009896928,-0.009195687,-0.001243301,-0.001188868,-0.000777712,-0.004854284,-0.0036332,0.003230903,-0.001399333,0.038993635,-0.003917465,-0.002121631,-0.001949952,-0.00124406,-0.015597876,-0.002086518
9/11/2017,209.559998,85.690002,161.5,240.589996,118.870003,112.519997,32.189999,46.52,97.089996,66.849998,79.25,221.059998,158.369995,144.860001,35.77,133.210007,89.790001,161.529999,65.129997,74.760002,53.029999,34.32,93.989998,122.559998,109.639999,199.580002,46.299999,106.150002,79.080002,82.279999,0.018639894,0.016947587,0.017930665,0.007551602,0.008872448,0.015584713,0.022303391,0.004740388,0.000205974,0.030374394,0.005440641,0.017569489,-0.008112543,0.016776726,0.01634763,0.016882274,0.015375456,0.011331163,0.013292314,0.010488182,0.015775258,0.006430949,0.012310834,0.023110933,0.000821169,0.009211562,0.004112072,0.016336216,0.002532351,0.01087565
9/12/2017,209.639999,86.550003,160.860001,240.580002,120.940002,112.489998,32.41,46.720001,97.889999,68.519997,79.5,225.949997,159.910004,145.759995,36.09,132.630005,90.889999,156.330002,65.459999,74.68,53.400002,35.369999,93.510002,122.480003,109.860001,197.470001,46.790001,106.209999,79.610001,82.739998,0.000381684,0.00998616,-0.003970715,-4.15404E-05,0.017264087,-0.000266646,0.006811203,0.004290032,0.008206047,0.024674356,0.003149609,0.021879574,0.009677146,0.006193634,0.008906265,-0.004363549,0.012176351,-0.032721707,0.005054027,-0.001070691,0.006953011,0.0301357,-0.005119969,-0.000652914,0.002004575,-0.010628489,0.010527587,0.00056505,0.006679702,0.005575084
9/13/2017,209.490005,86.639999,159.649994,241.929993,119.629997,114.18,32.18,46.869999,98.82,69.5,79.769997,226.559998,160.020004,145.990005,36.330002,132.449997,91.150002,157,65.449997,75.209999,53.52,35.060001,93.550003,121.510002,110.279999,198.330002,47.25,105.830002,79.860001,82.730003,-0.00071574,0.001039275,-0.007550546,0.005595716,-0.01089095,0.01491184,-0.007121876,0.003205431,0.009455624,0.014201123,0.003390435,0.002696079,0.00068765,0.001576761,0.006628083,-0.001358141,0.00285655,0.004276635,-0.000152807,0.007071869,0.002244632,-0.008803067,0.000427681,-0.007951195,0.00381574,0.004345641,0.009783128,-0.003584205,0.003135388,-0.000120807
9/14/2017,211.429993,86.190002,158.279999,245.229996,120.480003,114.449997,32.189999,46.110001,97.900002,70.019997,80.089996,226.850006,159.380005,145.539993,36.48,134.179993,90.970001,157,66.120003,74.769997,53.73,35.73,93.550003,119.959999,113.139999,197.729996,47.18,106.080002,79.68,82.010002,0.009217912,-0.005207406,-0.008618271,0.01354813,0.007080168,0.00236187,0.000310673,-0.016347923,-0.009353443,0.00745412,0.004003496,0.001279231,-0.004007513,-0.003087246,0.004120264,0.012976937,-0.00197673,0,0.010184872,-0.005867493,0.003916089,0.018929764,0,-0.012838235,0.025603404,-0.003029877,-0.00148258,0.002359493,-0.002256501,-0.008741114
9/15/2017,213.350006,86.989998,159.880005,249,121.370003,114.629997,32.439999,46.18,98.519997,69.860001,80.07,225.220001,158.399994,144.820007,37,134.449997,91.620003,156.919998,66.160004,75.309998,53.869999,35.360001,93.269997,120.699997,113.080002,198.179993,47.860001,105.300003,80.379997,82.5,0.009040096,0.009238962,0.010057955,0.015256367,0.007359967,0.001571504,0.007736384,0.001516936,0.006312973,-0.002287619,-0.0002497,-0.007211326,-0.006167878,-0.004959275,0.014153747,0.00201023,0.007119828,-0.000509697,0.000604793,0.007196207,0.002602213,-0.010409406,-0.002997604,0.006149758,-0.000530431,0.00227323,0.014310029,-0.007380098,0.008746738,0.005957078
9/18/2017,213.759995,87.870003,158.669998,253.080002,123.830002,115.190002,32.52,46.110001,98.099998,69.769997,80.089996,227.529999,157.809998,144.550003,37,135.380005,92.919998,156.679993,65.989998,75.160004,53.5,35.549999,93.150002,120.720001,112.769997,198.190002,48.09,104.830002,80,82.599998,0.001919829,0.010065337,-0.007597004,0.016252756,0.020065918,0.004873432,0.002463086,-0.001516936,-0.004272197,-0.001289179,0.0002497,0.010204387,-0.003731676,-0.001866151,0,0.006893316,0.014089265,-0.001530644,-0.002572926,-0.001993674,-0.006892064,0.005358862,-0.001287362,0.000165719,-0.002745231,5.05033E-05,0.004794152,-0.004473438,-0.004738717,0.001211363
9/19/2017,213.559998,89,158.729996,252.460007,124.739998,116.339996,32.490002,45.98,98.43,70.050003,80.220001,228.910004,157.660004,144.389999,37.23,135.220001,93.940002,157.429993,65.949997,75.440002,53.330002,35.450001,94.169998,120.580002,113.650002,194.649994,49.34,105.410004,80.050003,81.209999,-0.000936053,0.012777886,0.000378059,-0.002452804,0.007321882,0.009933948,-0.000922873,-0.002823349,0.003358289,0.004005241,0.00162192,0.006046837,-0.000950924,-0.001107524,0.006196975,-0.001182587,0.010917416,0.004775406,-0.000606351,0.003718437,-0.003182592,-0.002816847,0.01089052,-0.001160373,0.007773248,-0.018023133,0.025660856,0.005517537,0.000624842,-0.016971276
9/20/2017,210.509995,88.43,156.070007,255.460007,124.849998,116.370003,32.599998,45.779999,99.209999,70.410004,80.550003,229.789993,158.679993,145.880005,37.07,133.220001,94.599998,159.880005,65.790001,74.940002,53.560001,35.990002,94.400002,121.910004,114.099998,195.75,49.48,104.970001,80.5,78.839996,-0.01438468,-0.006425091,-0.016899951,0.011813021,0.000881446,0.000257892,0.003379816,-0.004359227,0.00789317,0.00512604,0.004105274,0.003836887,0.006448711,0.010266435,-0.004306871,-0.014901185,0.007001153,0.015442695,-0.002428967,-0.006649845,0.004303477,0.015117896,0.002439456,0.010969651,0.003951671,0.005635292,0.002833436,-0.004182942,0.005605708,-0.029617948
9/21/2017,210.440002,88.419998,153.389999,256.040009,124.790001,116.470001,32.700001,45.400002,98.889999,70.32,79.889999,231.289993,159.190002,145.259995,37.200001,131.75,95.029999,159.029999,65.599998,74.209999,53.189999,35.970001,92.639999,121.489998,114.5,195.210007,48.939999,105.309998,80.010002,78.199997,-0.000332548,-0.000113113,-0.017320978,0.002267848,-0.000480668,0.000858942,0.003062881,-0.008335144,-0.003230694,-0.001279102,-0.008227471,0.006506486,0.003208918,-0.004259194,0.003500771,-0.011095717,0.004535166,-0.005330708,-0.002892201,-0.009788922,-0.00693215,-0.000555892,-0.018820091,-0.003451162,0.003499584,-0.002762397,-0.01097351,0.003233758,-0.006105533,-0.008150822
9/22/2017,210.759995,88.400002,151.889999,256.450012,124.43,117.290001,33.369999,45.490002,98.599998,69.959999,79.919998,231.029999,159.970001,145.130005,37.18,131.389999,94.830002,158.910004,65.129997,74.410004,53.240002,35.959999,92.239998,122.040001,115.010002,193.029999,49.900002,105.559998,79.529999,78.410004,0.001519435,-0.000226174,-0.009827123,0.001600043,-0.002889024,0.007015771,0.020282154,0.001980416,-0.00293687,-0.005132618,0.000375433,-0.001124736,0.004887834,-0.000895279,-0.000537806,-0.002736195,-0.002106785,-0.000754828,-0.007190439,0.002691497,0.000939641,-0.000278104,-0.004327149,0.00451693,0.004444275,-0.011230326,0.019426005,0.00237113,-0.006017355,0.002681912
9/25/2017,210.729996,88.209999,150.550003,254.320007,124.32,117.989998,33.720001,45.689999,99.57,70.339996,80.980003,230.259995,161.100006,145.869995,37.16,131.169998,94.120003,156.259995,65.18,73.260002,53.23,35.509998,92.720001,122.669998,114.290001,191.75,49.900002,103.019997,79.150002,78.959999,-0.000142347,-0.002151668,-0.008861293,-0.008340417,-0.000884422,0.005950349,0.0104339,0.004386868,0.009789673,0.005416934,0.013176138,-0.003338484,0.007039024,0.005085853,-0.000538068,-0.001675815,-0.00751524,-0.016816775,0.000767447,-0.015575611,-0.000187884,-0.012592891,0.005190356,0.005148939,-0.006280012,-0.006653172,0,-0.024356378,-0.004789485,0.006989861
9/26/2017,211.029999,88.690002,153.139999,253.699997,124.510002,117.519997,33.759998,45.57,98.629997,69.349998,80.889999,229.940002,161.259995,146.559998,37.470001,130.940002,93.699997,153.350006,64.760002,73.260002,53.700001,35.299999,92.650002,122.57,114.720001,192.699997,49.509998,102.940002,79.389999,79.080002,0.001422624,0.005426842,0.017057254,-0.002440889,0.001527163,-0.003991352,0.001185448,-0.002629828,-0.00948547,-0.014174452,-0.001112053,-0.00139067,0.000992611,0.004719107,0.008307726,-0.001754958,-0.004472439,-0.018798325,-0.006464514,0,0.008790873,-0.005931355,-0.000755235,-0.000815511,0.003755299,0.00494212,-0.007846414,-0.000776801,0.003027592,0.001518641
9/27/2017,209.479996,89.489998,154.229996,255.279999,124.519997,117.449997,33.48,44.639999,99.239998,68.800003,81.43,234.759995,160.919998,145.660004,37.540001,129.75,95.18,154.050003,64.57,73.849998,52.669998,35.450001,90.870003,122.589996,117.18,194.490005,49.509998,103.889999,79.290001,78.150002,-0.007372048,0.008979699,0.00709244,0.006208523,8.02715E-05,-0.000595821,-0.008328365,-0.02061931,0.006165694,-0.007962329,0.006653561,0.02074528,-0.002110604,-0.006159721,0.001866418,-0.009129696,0.015671678,0.004554315,-0.002938253,0.008021197,-0.019367025,0.004240346,-0.019399028,0.000163126,0.021216829,0.009246214,0,0.009186324,-0.001260373,-0.011829941
