Index,MMM.Close,AXP.Close,AAPL.Close,BA.Close,CAT.Close,CVX.Close,CSCO.Close,KO.Close,DIS.Close,DWDP.Close,XOM.Close,GS.Close,HD.Close,IBM.Close,INTC.Close,JNJ.Close,JPM.Close,MCD.Close,MRK.Close,MSFT.Close,NKE.Close,PFE.Close,PG.Close,TRV.Close,UTX.Close,UNH.Close,VZ.Close,V.Close,WMT.Close,WBA.Close,MMM_r,AXP_r,AAPL_r,BA_r,CAT_r,CVX_r,CSCO_r,KO_r,DIS_r,DWDP_r,XOM_r,GS_r,HD_r,IBM_r,INTC_r,JNJ_r,JPM_r,MCD_r,MRK_r,MSFT_r,NKE_r,PFE_r,PG_r,TRV_r,UTX_r,UNH_r,VZ_r,V_r,WMT_r,WBA_r
2/15/2017,181.699997,79.599998,135.509995,169.300003,99.019997,112.57,32.82,40.439999,110.18,61.099998,83.160004,250.539993,142.190002,181.679993,36.049999,117.199997,90.589996,126.480003,65.160004,64.529999,56.639999,33.509998,91.120003,120.980003,111.910004,164.289993,48.080002,87.540001,68.690002,84.25,0.00055046,0.002389712,0.003622456,0.004736557,0.009436436,0.000444293,0.015661275,-0.002223047,-0.001360501,-0.01009621,0.004096933,0.004319951,0.00585437,0.008568019,0.003334235,0.007193009,0.011435018,0.0053114,-0.007644128,-0.00061969,0.003360123,0.02294088,0.036432702,0.006135539,0.003042816,0.007085657,-0.003943918,0.007913374,0.000436811,0.005474889
2/16/2017,183.410004,79.510002,135.350006,170.809998,98.260002,110.68,33.599998,41.200001,110.709999,61.41,82.300003,249.440002,141.539993,181.429993,36.41,118.080002,90.529999,126.699997,65.260002,64.519997,56.290001,33.619999,90.790001,121.790001,112.07,163.649994,48.459999,87.410004,68.870003,85.650002,0.009367147,-0.001131243,-0.001181341,0.008879509,-0.007704773,-0.016932095,0.023487922,0.018618911,0.004798769,0.005060855,-0.010395367,-0.004400147,-0.004581892,-0.001376993,0.009936626,0.007480526,-0.000662511,0.001737847,0.001533477,-0.00015501,-0.006198514,0.003277256,-0.003628194,0.006672991,0.001428663,-0.003903152,0.007872363,-0.001486105,0.002617056,0.016480679
2/17/2017,182.949997,79.709999,135.720001,172.710007,98.849998,110.330002,33.740002,41.23,110.059998,61.259998,81.760002,250.380005,143,180.669998,36.48,118.860001,90.230003,127.800003,65.389999,64.620003,56.75,33.619999,91.089996,121.949997,112.150002,157.619995,49.189999,87.459999,69.370003,85.860001,-0.002511231,0.002512211,0.002729887,0.011062112,0.005986482,-0.003167262,0.004158129,0.000727866,-0.005888507,-0.00244562,-0.006582993,0.00376137,0.010262317,-0.004197714,0.001920703,0.006583961,-0.003319277,0.008644502,0.001990004,0.0015488,0.008138739,0,0.003298826,0.001312842,0.000713603,-0.037542923,0.014951636,0.000571796,0.007233828,0.002448826
2/21/2017,183.369995,79.970001,136.699997,175.559998,98.099998,111.720001,34.130001,41.459999,110.010002,61.220001,81.889999,251.759995,145.020004,180.259995,36.52,119.660004,91.010002,128.039993,65.480003,64.489998,57.360001,33.619999,91.669998,121.550003,112.5,160.570007,49.43,87.919998,71.449997,86.410004,0.002293067,0.003256541,0.007194774,0.016366926,-0.007616183,0.012519857,0.011492656,0.005562936,-0.000454365,-0.000653119,0.00158872,0.005496449,0.014027061,-0.002271926,0.001095891,0.006708083,0.008607413,0.001876095,0.001375472,-0.002013865,0.010691557,0,0.006347165,-0.003285375,0.003115943,0.018542987,0.004867197,0.005245753,0.029543322,0.006385382
2/22/2017,186.039993,79.860001,137.110001,175.360001,98.199997,110.379997,34.09,41.599998,110.120003,63.669998,80.93,251.729996,145.25,181.149994,36.07,119.519997,91.059998,127.849998,65.290001,64.360001,58.240002,33.59,91.440002,121.900002,112.660004,160.570007,49.669998,87.800003,71.709999,86.290001,0.014455724,-0.001376463,0.002994809,-0.001139844,0.001018839,-0.012066819,-0.001172706,0.003371036,0.000999419,0.039239513,-0.011792288,-0.000119164,0.001584704,0.004925159,-0.012398561,-0.001170725,0.000549195,-0.001484974,-0.002905898,-0.002017804,0.015225225,-0.000892695,-0.002512109,0.002875327,0.001421247,0,0.004843562,-0.001365753,0.003632332,-0.001389728
2/23/2017,187.190002,80.050003,136.529999,176.860001,95.550003,111.019997,34.040001,41.66,109.730003,63.369999,81.779999,251.190002,144.710007,181.649994,36.18,121.699997,91.129997,128.270004,65.849998,64.620003,57.389999,34.060001,91.129997,122.360001,112.089996,162.600006,50.310001,88.18,71.309998,86.989998,0.006162488,0.002376363,-0.004239167,0.008517455,-0.027356483,0.005781407,-0.001467753,0.001441317,-0.003547877,-0.004722915,0.010448119,-0.002147436,-0.003724608,0.002756341,0.003044985,0.018075279,0.000768418,0.003279762,0.008540497,0.004031669,-0.014702384,0.013895301,-0.003396016,0.003766475,-0.005072385,0.012563206,0.012802796,0.004318645,-0.005593652,0.008079418
2/24/2017,187.410004,79.760002,136.660004,177.440002,95.480003,110.120003,34.32,41.779999,110.32,63.549999,81.080002,247.350006,145.949997,181.350006,36.529999,122.730003,90.330002,128.649994,66.160004,64.620003,57.860001,34.259998,91.050003,122.269997,112.459999,163.059998,50.599998,88.43,72.389999,87.610001,0.001174597,-0.003629326,0.000951755,0.00327407,-0.000732869,-0.008139631,0.008191942,0.002876296,0.005362403,0.002836434,-0.008596356,-0.015405271,0.008532289,-0.001652827,0.009627333,0.00842787,-0.008817372,0.002958044,0.004696713,0,0.008156262,0.00585473,-0.000878186,-0.000735838,0.00329551,0.002824985,0.005747652,0.002831099,0.015031612,0.007102012
2/27/2017,186.910004,80.169998,136.929993,179.429993,97.440002,111.75,34.259998,41.669998,110.230003,62.91,81.540001,249.330002,145.300003,179.399994,36.509998,122.400002,90.43,126.989998,65.849998,64.230003,57.689999,34.279999,90.889999,122.040001,112.809998,165.380005,49.939999,88,71.739998,87.220001,-0.002671513,0.005127204,0.001973677,0.011152586,0.020319992,0.014693526,-0.00174984,-0.002636335,-0.000816114,-0.010121848,0.005657363,0.007972966,-0.004463486,-0.010810983,-0.000547673,-0.002692459,0.001106417,-0.012987165,-0.004696713,-0.006053569,-0.002942486,0.00058363,-0.001758866,-0.001882822,0.003107376,0.014127668,-0.013129272,-0.004874464,-0.00901971,-0.004461484
2/28/2017,186.350006,80.059998,136.990005,180.229996,96.660004,112.5,34.18,41.959999,110.089996,62.259998,81.32,248.059998,144.910004,179.820007,36.200001,122.209999,90.620003,127.650002,65.870003,63.98,57.16,34.119999,91.07,122.239998,112.550003,165.380005,49.630001,87.940002,70.93,86.379997,-0.003000581,-0.001373027,0.000438172,0.00444867,-0.008037117,0.006688988,-0.002337757,0.006935362,-0.001270942,-0.010386001,-0.002701721,-0.005106684,-0.002687704,0.002338473,-0.008526994,-0.001553518,0.002098902,0.005183832,0.00030375,-0.003899903,-0.009229478,-0.004678371,0.001978468,0.001637441,-0.002307376,0,-0.006226755,-0.000682028,-0.011354969,-0.009677541
3/1/2017,189.860001,81.919998,139.789993,183.910004,98.580002,113.879997,34.439999,42.16,111.040001,63.459999,83.019997,252.710007,146.679993,181.949997,35.93,123.860001,93.599998,129.050003,66.209999,64.940002,57.950001,34.419998,91.660004,124.989998,113.68,167.940002,49.810001,88.989998,70.449997,86.769997,0.018660306,0.022966808,0.020233279,0.020212738,0.019668714,0.012192014,0.007577973,0.004755145,0.008592329,0.019090638,0.020689518,0.01857197,0.012140408,0.011775518,-0.007486545,0.013411035,0.03235539,0.01090779,0.005148346,0.014893263,0.013726234,0.008754039,0.006457681,0.022247409,0.00998989,0.015360898,0.003620277,0.011869195,-0.006790279,0.004504772
3/2/2017,189.889999,80.099998,138.960007,182.990005,94.360001,113.360001,34.389999,42.470001,110.589996,63.349998,83.300003,251.059998,147.949997,180.529999,35.91,123.629997,92.139999,128.229996,66.080002,64.010002,57.799999,34.509998,90.910004,124.519997,112.690002,167.309998,49.98,88.529999,70.760002,86.739998,0.000157988,-0.022467308,-0.005955074,-0.005014995,-0.043751156,-0.004576632,-0.001452855,0.007326064,-0.004060873,-0.001734895,0.003367079,-0.006550668,0.008621063,-0.007834944,-0.000556793,-0.001858694,-0.015721213,-0.006374454,-0.001965334,-0.014424445,-0.002591829,0.002611346,-0.008216073,-0.003767397,-0.00874678,-0.003758418,0.003407138,-0.005182515,0.004390702,-0.00034579
3/3/2017,189.309998,79.879997,139.779999,182.179993,95.120003,113.550003,34.290001,42.48,111.239998,63.259998,82.459999,252.889999,147.809998,180.050003,35.900002,123.790001,92.800003,127.900002,66.580002,64.25,56.700001,34.52,90.5,124.129997,112.339996,168.199997,50.09,88.790001,70.029999,85.889999,-0.003059079,-0.002750358,0.005883579,-0.004436363,0.008022019,0.001674691,-0.002912,0.000235409,0.005860378,-0.001421689,-0.01013527,0.007262661,-0.000946707,-0.002662357,-0.000278457,0.00129338,0.007137523,-0.002576771,0.007538103,0.003742371,-0.01921453,0.000289787,-0.004520199,-0.003136942,-0.003110752,0.005305363,0.002198462,0.002932576,-0.01037019,-0.009847719
3/6/2017,188.899994,79.5,139.339996,180.929993,95.660004,113.169998,34.189999,42.18,110.669998,63.509998,82.830002,252.009995,147.130005,180.470001,35.57,123.709999,91.919998,128.029999,66.470001,64.269997,56.77,34.349998,90.370003,122.32,111.660004,168.699997,50.029999,88.940002,69.879997,85.879997,-0.00216813,-0.004768449,-0.00315279,-0.006884993,0.005660996,-0.0033522,-0.002920621,-0.007087202,-0.005137229,0.003944156,0.004477024,-0.003485858,-0.004611068,0.002329958,-0.009234765,-0.000646481,-0.00952806,0.001015879,-0.001653529,0.000311189,0.001233789,-0.004936906,-0.001437464,-0.014688818,-0.006071376,0.002968242,-0.001198582,0.001687965,-0.002144265,-0.000116458
3/7/2017,189.089996,79.580002,139.520004,182.020004,95.93,111.809998,34.200001,41.990002,110.860001,63.150002,82.519997,250.899994,146.020004,180.380005,35.799999,123.830002,91.410004,128.070007,65.959999,64.400002,56.549999,33.990002,90.290001,122.139999,112.279999,168.300003,49.439999,89.059998,69.870003,85.989998,0.001005328,0.001005808,0.001291028,0.006006416,0.002818479,-0.012090111,0.000292499,-0.004514633,0.001715371,-0.005684462,-0.003749687,-0.00441432,-0.007572958,-0.0004988,0.00644528,0.000969565,-0.005563686,0.00031244,-0.007702251,0.002020751,-0.003882832,-0.010535538,-0.000885664,-0.001472642,0.005537167,-0.002373853,-0.011863013,0.00134827,-0.000143027,0.001280049
3/8/2017,189.509995,79.040001,139,181.740005,93.230003,109.610001,34.02,41.990002,110.839996,63.279999,81.029999,250.240005,146.919998,179.449997,35.619999,124.099998,91.209999,128.089996,65.800003,64.989998,56.509998,33.91,90.139999,121.239998,111.75,167.910004,49.16,88.959999,69.800003,85.160004,0.002218696,-0.006808764,-0.003734056,-0.001539471,-0.028549168,-0.019872364,-0.005277086,0,-0.000180469,0.002056427,-0.018221208,-0.002633952,0.006144581,-0.005169164,-0.005040616,0.002178003,-0.002190396,0.000156067,-0.002428599,0.009119717,-0.000707607,-0.002356466,-0.001662717,-0.007395884,-0.004731509,-0.002319974,-0.005679508,-0.001123458,-0.001002363,-0.0096991
3/9/2017,189.899994,79.300003,138.679993,180.570007,91.389999,110.040001,34.07,42.029999,111.029999,63.540001,81.669998,250.179993,146.619995,177.179993,35.82,125.949997,91.57,128.139999,65.889999,64.730003,56.360001,34.049999,90.339996,121.900002,111.93,168.009995,49.279999,89.110001,69.860001,85.309998,0.002055819,0.0032841,-0.002304863,-0.006458569,-0.019933538,0.003915325,0.001468645,0.000952083,0.001712742,0.004100337,0.007867269,-0.000239847,-0.002044036,-0.012730475,0.005599147,0.014797303,0.003939178,0.000390298,0.001366786,-0.004008562,-0.002657873,0.004120047,0.00221628,0.005429017,0.001609442,0.000595326,0.002438014,0.001684754,0.000859201,0.00175977
3/10/2017,191.210007,79.379997,139.139999,178.699997,92.309998,110.610001,34.259998,42.290001,110.919998,63.84,81.610001,248.380005,146.850006,177.830002,35.91,126.209999,91.279999,127.980003,65.599998,64.93,56.43,34.110001,91.07,122.830002,112.139999,169.979996,49.349998,89.730003,70.099998,85.629997,0.006874751,0.001008243,0.003311543,-0.010410148,0.010016404,0.005166565,0.005561203,0.00616705,-0.000991223,0.004710309,-0.000734897,-0.007220779,0.001567527,0.003661924,0.002509412,0.002062199,-0.003172013,-0.001249383,-0.004411004,0.003084948,0.001241227,0.001760623,0.008048156,0.007600249,0.001874406,0.011657288,0.001419426,0.006933622,0.003429512,0.003743997
